A1C,DFC,IPC,ITC,M1C,MFC,OFC,S1C,STC,V1C,VFC
11.950613,14.150239,13.973359,12.729465,10.454721,12.1731345,12.4973235,11.857999,14.138925,13.0789335,12.813771
6.841561,8.486145,6.9492885,6.198238,7.9819385,7.728963,8.3051305,6.9023935,8.5893395,8.7576375,8.5452555
0.1011415,0.171781,0.1788755,0.0328055,0.132285,0.1392085,0.2799095,0.1725065,0.0374885,0.1772835,0.115787
16.5617815,19.240284,15.7295215,16.593663,16.366491,16.3884525,19.594512,16.0633325,21.159256,18.644739,19.1547185
5.751361,6.5545785,5.276766,5.850228,5.3482945,6.702527,6.2465975,6.2472535,6.1283,7.369013,6.4751965
2.274862,2.124387,2.234365,2.081831,2.580728,2.323073,2.5114475,2.565247,2.5564485,2.580848,2.339724
9.5153685,8.988278,10.763754,9.191205,8.486301,9.592097,9.540269,9.464456,8.999678,10.943216,9.321478
1.2183055,1.6163475,1.3341195,1.3919035,1.51629,1.3746495,1.926771,1.7241005,1.5979255,1.831003,1.548381
8.561642,8.400974,6.716114,7.228352,5.7589715,6.789715,8.702944,7.59112,7.4537175,8.4004165,7.651473
30.8525985,25.9958895,21.2362135,21.299192,46.8800625,22.830493,25.4935215,35.850073,27.874047,34.795596,32.214264
0,0,0,0,0,0,0,0,0,0,0
0.056876,0.066767,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0092735,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
7.89418,7.896843,8.754661,7.518327,6.5568005,7.060937,7.5685825,6.939033,6.094427,6.3674675,6.946173
0.060765,0.073343,0.0250655,0.0361,0.022332,0.2104625,0.1444025,0.2377225,0.0989255,0.3935205,0.0171155
0,0,0,0,0,0,0,0,0,0.015101,0
0,0,0,0,0,0,0,0,0,0,0
0.4022825,0.2938635,0.2479495,0.2443695,0.543898,0.365086,0.339858,0.5461855,0.3060285,0.3980315,0.4243345
11.7500535,36.543627,7.4237415,13.9167875,24.4894135,17.685665,15.762011,20.5603485,18.7797655,24.6362855,20.470925
2.1561085,6.0055185,1.2339955,2.576442,3.723921,3.0669255,3.051118,3.7075855,3.217723,3.4064275,3.3942695
2.847843,0.989164,2.9935395,2.239124,2.140621,0.855932,0.7562175,2.2122355,2.863458,1.3664195,1.2494405
0.685525,0.529817,0.3399155,0.5193465,0.462174,0.4462465,0.6661375,0.595993,0.7367875,0.4911535,0.5233055
2.358007,2.447919,2.382584,2.607915,2.5506285,2.6755825,2.6968595,2.4355005,2.5128755,2.3723625,2.5694355
0.6155935,0.472657,0.5082955,0.511856,0.5760995,0.799125,0.5602665,0.678964,0.4103465,0.3884885,0.4624275
0,0,0,0.0372635,0,0,0,0.0616505,0.0309275,0.037386,0
5.03614,5.983176,4.6702145,5.9973855,4.973047,6.746325,5.4352735,5.5046465,5.290878,5.988695,5.228207
0.253541,0,0.020401,0.1435915,0,0,0.110706,0.0982665,0.1968935,0.0612525,0.139554
0.362357,0.989401,0.591613,0.728684,0.440948,0.3146565,0.7801125,0.5219175,0.64718,1.2223445,0.83385
4.2831105,3.665724,4.3068715,3.425878,3.6599175,4.1681555,4.3791075,4.166162,3.9369405,4.432458,3.7948595
0,0,0.0017565,0.0187205,0,0,0,0,0,0,0
6.8644485,4.260766,8.6991265,5.1021145,6.6364545,4.771222,3.9434945,7.210057,5.156422,4.4920135,4.4820645
0,0,0,0,0,0,0,0,0,0,0
1.2905605,1.128423,1.7838855,1.3577815,1.061957,1.5029845,0.7386665,1.3463035,0.8623095,0.812074,0.919622
3.04305,2.9087675,2.949019,2.5271275,2.657469,2.96248,3.2013605,3.003496,2.572045,3.005959,2.711679
0.1269995,0.3901945,0.188377,0.162551,0.176318,0.286209,0.3070915,0.120667,0.123323,0.143911,0.3519245
0,0,0,0,0,0,0,0,0,0,0
2.652339,0.872687,1.1148755,1.186184,0.9269615,0.6911425,0.8193055,1.2743505,1.5224985,1.460374,1.016755
2.2697035,1.836042,2.093121,1.7947045,2.0060835,2.1480515,2.105307,2.2580225,2.310141,2.3360375,2.0688415
1.807766,1.769227,1.80168,1.484908,1.9342665,1.92958,2.2930035,1.849528,1.9695755,2.0386565,1.9512465
25.1730555,26.2768585,27.6036825,23.837574,20.11016,24.320801,26.943414,23.281239,22.1339015,21.2127895,23.952056
1.333455,1.4050305,1.325453,1.156774,1.4516055,1.5485325,1.7341455,1.3451585,1.415865,1.5506065,1.300698
2.610965,2.66884,2.7251805,2.4374495,2.8280655,3.275065,2.4367195,3.0317265,2.2096605,2.0712665,2.4248075
0.0174775,0.0562425,0.086513,0.0625125,0.0164755,0.0406045,0.035668,0.031687,0.058617,0,0.0149705
30.2724505,30.1551555,34.70793,29.669918,29.823123,31.6434435,28.6069415,27.32065,33.180661,28.9961365,32.489314
14.653361,12.555395,13.86675,10.916569,25.6646595,19.770576,12.927062,17.874591,12.3700445,15.259786,16.970176
0.9738625,6.3535725,2.122138,1.2430625,6.4460545,3.1623905,4.652359,2.15555,0.9960015,0.638669,4.7789915
12.719349,15.4276725,13.264748,14.017107,14.346965,14.2308225,14.8020355,14.0226155,15.441738,13.4780365,15.3400535
8.3013315,7.6078145,8.0307095,7.516575,7.577927,8.1818975,7.0084395,8.1919625,5.889551,7.403525,6.901732
0.029399,0,0.036381,0.0307805,0,0.0309595,0,0,0,0,0
0.028708,0.0609,0.040107,0.058866,0.1364095,0.1795045,0.053143,0.1137955,0.033706,0.106666,0.064252
0.1052165,0.118547,0.0661485,0.114588,0.078859,0.0690355,0.094768,0.123384,0.1910585,0.0556405,0.090464
3.811706,3.4610265,3.40117,5.7002965,11.4524675,3.059934,3.0338655,4.528575,2.5243305,5.0440345,6.903834
0.4814585,0.4663355,0.4583705,0.4302455,0.969748,0.5558375,0.491066,0.7650505,0.366895,0.520911,0.552144
0.0561705,0.028182,0,0.3660855,0.080305,0,0,0,0.1236885,0.077335,0.0472905
15.128944,17.159668,15.656733,16.034447,13.5982415,15.400791,16.2148195,14.656707,16.346071,15.919819,17.2367665
1.316111,1.097141,1.4752655,1.088611,1.1740515,0.9615545,1.245166,1.291106,0.8893115,1.22639,1.112703
0.4873915,0.12783,0.0756605,0.054263,0.105834,0.1012595,0.075055,0.394127,0.2111715,0.307048,0.138042
1.166087,0.988723,0.8501845,0.825968,1.723362,1.2183565,0.8899575,1.785245,0.824169,1.0166435,1.133451
0.136562,0.0569275,0.0414045,0.0665565,0.0892485,0.039194,0.0898615,0.1223735,0.0277765,0.050289,0.0718335
18.581505,19.5649945,19.0449235,16.8674995,21.9274615,16.9254925,17.3396525,18.716395,23.247891,20.494799,18.022756
0.2089265,0.1814105,0.1562835,0.214956,0.4379205,0.315886,0.2592035,0.386032,0.214936,0.381611,0.2564045
1.1932805,1.1784405,1.171121,1.016989,1.26483,1.142606,1.408263,1.2651955,1.1099295,1.462506,1.142652
1.652301,1.7945265,1.665166,2.100032,1.571406,2.1106145,1.4844855,1.565703,1.247831,0.9956205,1.437573
0.22324,0.0201145,0.0136875,0.033306,0.0816535,0.0158245,0.0125405,0.12423,0.1729155,0.152544,0.052687
0.014162,0.0163985,0.010953,0.039979,0.067316,0.0558505,0.0103305,0.014356,0.017608,0.0254885,0.0358195
73.215109,69.94083,67.407925,62.543478,60.380858,67.2124975,63.637478,71.6041625,65.201319,88.683748,65.3949765
3.3253045,2.7901655,2.804274,2.317458,4.800337,3.799582,3.8899915,3.270634,2.179735,3.0177495,3.549963
8.643309,9.3225995,9.6012325,8.7332555,7.9237075,8.3737155,9.783751,8.131273,7.5162765,6.673129,9.0687025
0.482349,0.354675,0.6689105,0.6660025,0.7351845,0.36103,0.252001,0.5028285,1.00413,0.5621915,0.3303985
0,0,0,0,0,0,0,0,0,0,0
3.5052945,2.972814,3.3944045,2.565884,2.9746345,3.6219895,3.0902205,3.420971,2.2125545,2.905571,2.633098
22.842159,22.3124,21.4052135,20.7392145,36.7537945,24.4916035,22.129289,25.887726,19.2325895,23.973087,29.259965
2.203599,1.668869,1.467679,2.5316475,7.2772565,1.61877,1.6645975,3.0120125,2.2540935,3.212655,4.4753165
0.005972,0.01202,0.0032805,0.0136625,0.016661,0.0201635,0.011741,0,0.0071635,0.033279,0.015139
0,0.0191985,0,0,0,0,0,0,0,0.0552515,0
13.794518,13.677312,15.519571,11.6711665,10.914084,10.952999,15.11158,10.631106,14.274894,10.4488155,12.7652
7.982148,7.386301,9.009695,7.839801,5.993326,6.3878465,7.4016905,6.9186715,6.708526,5.693553,7.6585205
92.420621,95.4181815,91.3356515,77.1348605,157.7186215,97.382033,94.1165965,125.304182,109.810485,117.5640425,113.66991
13.5790215,13.8595515,13.575832,16.113338,12.486661,12.8488755,12.12328,14.10269,19.1989375,15.5138295,14.595391
4.436394,4.9437915,4.4442595,4.3993825,6.3125325,4.926706,5.125297,5.4081125,5.892658,6.7546335,5.1860905
0.061701,0.138552,0.0189115,0.0757335,0.1289665,0.0946505,0.0629415,0.1088125,0.0619415,0.1918325,0.083756
28.93769,31.9693575,29.5779125,27.0958125,28.460198,25.792968,31.171025,27.3355795,31.189434,32.878331,31.4443855
0.0727925,0.023201,0,0.0947285,0.0217405,0.0777695,0.0315075,0.04686,0.023057,0.1351925,0.0320465
52.0139165,49.630453,53.645148,50.1218465,51.1888865,47.4450175,52.2096315,50.052934,54.163757,56.164228,49.604778
2.412145,2.3453515,1.942226,2.2420535,3.1877975,2.738506,2.332169,2.566865,2.586405,2.7196105,2.8260095
29.527261,32.090796,30.2883055,26.5750095,29.164534,27.600148,32.3062275,28.4795975,33.602284,35.786142,30.5704695
9.6309745,11.119934,9.7906905,10.698331,10.1088155,10.4471605,10.957977,10.459837,11.813256,11.5623845,12.0323835
1.431424,1.635082,1.440613,1.837766,2.218163,2.365476,1.9799185,2.0187345,1.645385,2.3147205,2.1189175
8.236892,6.49124,8.649613,11.3053445,8.9908215,6.5501285,5.5206945,7.457115,9.578487,9.891868,6.827877
23.54229,24.3291185,23.5881195,28.0745245,19.5525135,23.8824,21.5455805,23.5890285,21.7993795,23.322664,22.861502
0.2682345,0.176373,0.2485705,0.238493,0.2042865,0.2164305,0.1740925,0.343533,0.1638355,0.150203,0.1661285
0.0591045,0.0434135,0.0711695,0.036967,0.071438,0.063736,0.051772,0.086748,0.0492005,0.056502,0.059447
0,0,0,0,0.009739,0.0243315,0,0,0.009656,0.05836,0
0.0147295,0.0175385,0,0.0152135,0.0135125,0.108596,0.0294535,0.0471475,0,0.0161935,0
0.36766,0.4283245,0.3170105,0.3832375,0.1996415,0.370562,0.4733015,0.096579,0.3089135,0.0829165,0.263758
0.633043,0.9172655,0.667524,0.674587,0.9265575,0.9446095,0.69334,0.7746045,0.483755,0.6462225,0.8134355
0.0298065,0.296217,0.012881,0.293858,0.0248415,1.8139735,1.3094145,0.0062545,0.2313785,4.0228885,0.136222
4.8369335,4.450786,5.0450175,4.5883245,4.395853,4.6513085,4.5419525,4.36879,3.799686,4.8318245,4.1817525
6.106772,6.272904,6.472565,5.8496875,5.5451385,5.6088985,6.2661085,6.566955,5.8861055,6.35175,6.2219145
5.7523185,4.835855,4.6520865,3.9191595,8.818211,5.7881465,5.197236,7.3862985,4.367539,5.7362525,7.2087865
0,0,0,0,0,0,0,0,0,0,0
2.979434,3.484471,3.130955,3.5079035,3.529603,4.0247355,3.273536,4.052263,3.7751875,5.1291895,3.8583405
4.9106805,4.975613,4.9687,4.732926,6.203964,5.599486,4.7900725,5.5485555,5.625061,4.4272335,6.0770425
0,0,0.006751,0.00579,0,0,0,0,0,0.0121605,0.004673
0.01744,0,0.010495,0,0.0078865,0.008931,0.008537,0,0.033176,0.0378075,0
17.6453245,11.145547,9.5651395,11.594217,37.2361685,9.4022395,11.6830625,23.3750505,13.8456295,25.7949175,19.473654
0.9661545,0.880928,1.040192,1.1132865,1.0868705,1.2320365,1.3260565,1.135455,1.118061,0.9554835,0.940092
23.2953235,22.6758685,27.013926,21.524526,23.4754195,20.9131475,23.9573055,23.5241085,19.8732995,23.235382,22.2163585
4.8537605,4.976854,5.185685,4.699543,5.3437345,4.512076,6.570244,5.062588,5.768694,5.0356125,5.2705745
0,0,0,0,0,0,0,0,0,0,0.0195995
4.25915,4.1446185,4.170044,5.5604245,4.238885,5.2900115,3.876781,5.516417,4.0232805,6.8545095,3.9637795
0,0.0065735,0.0059835,0.0105555,0.0177705,0,0,0.004937,0,0.0161585,0.018408
0.322832,0.4450895,0.364336,0.3503175,0.5401725,0.5797715,0.420666,0.3968245,0.390348,0.425407,0.4107875
46.6409785,50.804102,65.742738,42.334977,69.3985415,64.5378475,47.1889055,53.9962585,49.410638,27.0150405,52.6539545
37.8917285,37.6089385,40.2025025,34.134989,29.9465085,33.8107865,34.136846,34.6498425,29.141281,29.231538,33.0311955
14.046519,15.3683495,13.912239,13.8090095,14.7395355,14.170965,17.050424,13.5516095,15.593,16.689851,15.58692
0.763464,0.7194135,0.861351,0.949011,0.9467975,0.624887,0.5682615,1.0678135,0.9932825,1.1593655,0.929878
0.2503055,0.22668,0.142954,0.232527,0.6549375,0.257249,0.136162,0.315681,0.1576695,0.4416155,0.3539385
5.952381,5.645388,6.3712715,5.763651,5.1885695,5.224674,6.661476,5.2795785,5.6889635,5.4736925,5.544563
1.02148,1.2027845,0.653994,0.7276545,1.877277,1.1849675,0.884068,1.764185,1.0099135,0.9919625,1.2341675
0,0.024586,0,0,0.0238765,0,0,0.011164,0.0232445,0.0205885,0.020662
3.5995125,2.987575,2.7534855,2.475134,3.606562,3.594464,2.951457,4.1215365,2.7765535,2.991951,3.292458
1.468098,1.262903,1.4609495,1.0499405,1.285005,1.3754805,1.2293005,1.4315205,1.031175,0.871302,1.178273
1.18647,1.110553,1.1735525,1.0185545,1.251589,1.318895,1.267142,1.1473245,1.040455,0.720649,1.161148
1.066758,0.9954135,0.891535,0.8025685,1.132344,1.118604,0.8492435,1.130704,0.7822535,1.0177975,0.8784725
0.006269,0,0,0,0,0,0.0091695,0,0,0,0
2.7417885,2.321317,2.3914265,1.9264325,2.7465725,2.8686195,3.021199,3.6861235,2.963494,3.8356355,2.5008555
0,0.006943,0,0.007769,0.0081075,0.018238,0.017433,0,0,0,0.0219015
8.6354285,7.3739445,8.8191725,9.0861815,7.5203015,7.793482,7.02312,7.917092,6.3447965,8.3106685,6.6991175
4.7747395,5.278333,5.1314535,5.121437,4.046044,6.5509045,5.5771245,6.386102,4.5394975,5.9333875,5.089072
10.3663095,10.85069,10.725634,10.2944485,9.5305565,10.660521,12.551235,9.7725135,12.4303295,11.047931,10.750944
0.050156,0.187292,0.012346,0.0180245,0.0955375,0.0341455,0.0610805,0.092783,0.042784,0.044779,0.0342235
0.024329,0,0,0,0.0089415,0,0,0.0220545,0,0,0.0102955
21.40928,18.3506015,21.124629,20.0340405,16.78253,16.787955,18.757606,19.5195295,19.2284645,19.061201,17.4466065
6.3217935,6.161153,7.4063825,5.1642715,5.447455,5.7921575,5.9261625,6.2012425,5.824477,5.93229,5.567399
0.0448005,0.0374085,0.012752,0.0155425,0.041748,0.0635475,0.03767,0.064087,0.0329475,0.0488135,0.120763
1.6834775,2.057986,2.000039,1.298494,1.5762945,1.682639,1.9114585,1.611808,1.673146,1.4846165,1.774849
4.2593135,4.309039,4.432614,4.073802,3.913906,4.2568845,4.536039,4.0393525,4.167614,4.513899,4.2693735
0.8476155,0.9681935,0.7959445,0.743489,0.9758745,1.1196105,0.8404155,0.9665725,0.67847,0.8037255,0.976329
0.118061,0.0801435,0.230846,0.233942,0.1315515,0.2294505,0.104022,0.139202,0.1283825,0.2195615,0.070726
0.578046,0.52631,0.654157,0.765839,0.719723,0.784672,0.7238525,0.62222,0.7493615,0.861592,0.6792955
9.369513,8.801955,10.4779675,10.022451,8.081115,9.139607,7.993036,7.967666,7.795132,6.7753545,8.1129155
0.155975,0.186028,0.099117,0.1779195,0.2302845,0.1510575,0.153742,0.2061995,0.1369465,0.4225275,0.183604
3.1456695,2.466697,3.014606,3.331914,2.463979,2.915206,2.632897,2.773097,3.252707,4.482744,2.533871
5.383116,5.3947365,5.413271,5.863578,5.09425,6.4889295,5.031838,5.375251,3.6510965,5.208521,4.815997
5.379387,6.062921,5.385544,5.060077,5.2988965,6.102979,5.715773,5.5311115,5.2094165,5.290241,5.723055
5.3289545,4.4640925,6.1090955,5.483338,3.2765155,4.7405915,3.7731125,5.3464745,4.5898705,4.594555,4.3479065
53.034784,20.5307425,29.72582,31.63754,22.534842,25.5945135,24.2255075,31.610769,31.1258715,19.888853,21.633355
0.1088145,0.0804235,0.112633,0.1053405,0.146138,0.110745,0.137889,0.057061,0.1462695,0.055662,0.0759525
0.1284785,0.09633,0.303623,0.223985,0.2371795,0.213748,0.114169,0.236096,0.1708925,0.133319,0.2018435
0.3742495,0.3969835,0.344254,0.331483,0.4015175,0.447186,0.484427,0.362367,0.3360795,0.3878135,0.470273
19.812201,21.4769165,21.349405,16.4433665,20.0385145,19.237329,24.582745,21.10969,21.612239,15.6430035,20.408147
1.056097,0.991972,1.0183585,1.003132,0.9253745,1.1918,0.962074,1.11168,0.748789,1.018754,0.9649055
3.9895545,3.8085965,4.296658,3.505081,4.1965,3.7682385,4.3313655,3.9706925,4.409881,4.330876,4.0291355
20.1634635,18.0986275,17.98046,18.4304375,13.6276315,15.8856965,17.3566985,16.8853905,16.192162,14.5388775,16.281114
3.117346,2.9957165,2.482821,2.0377795,4.0394735,3.1895145,2.8865485,3.9595205,1.959094,2.4272385,3.497585
2.750723,3.5103815,2.917813,3.145117,3.2383315,4.096569,3.1687555,3.1052025,1.9332435,2.8201065,3.045432
0.0523075,0.095223,0.0494945,0.05967,0.06945,0.0717015,0.07704,0.0636545,0.065474,0.0114645,0.0273915
0,0,0,0,0,0,0,0,0,0,0
5.3639355,6.22367,6.1438145,5.9297745,5.259034,5.571953,4.826459,5.2398315,4.092439,5.4727465,4.8575515
4.676648,5.276164,4.4232635,3.821091,6.373392,5.458922,4.3865875,5.1825525,3.8459245,3.2983355,4.891439
1.693534,1.7922145,1.531685,1.8672315,2.487711,2.1112345,2.1856985,2.636805,2.0444665,2.8396785,2.179033
1.9458,5.4801475,2.0836395,2.0005765,2.5116065,4.974436,7.172434,1.6276865,2.164343,3.7410415,4.608872
0.1270155,0.2199935,0.132089,0.069861,0.248033,0.237798,0.1994425,0.429481,0.104827,0.2622265,0.166996
5.0323425,1.6768225,4.497321,3.901534,1.64918,1.365608,1.7652795,8.3167325,3.381593,8.9901335,1.820302
1.7,1.5736955,1.9453825,1.716279,1.7036245,1.819231,1.5365825,1.714063,1.267864,1.589134,1.616583
13.351553,12.1781825,13.540179,10.4920255,11.2545195,10.8013805,12.4539795,14.3992665,14.8921395,16.731227,10.9454555
9.544747,9.4181995,11.0715175,8.465857,8.0396,11.128795,8.868158,9.111059,6.4981975,7.5933275,8.070312
3.45284,3.7267665,3.646455,3.6639185,3.1841155,3.5918345,3.6987425,3.628337,3.1353875,4.113826,3.760511
5.7545975,7.2602695,9.0384205,6.963845,8.106934,7.012096,5.5285115,6.5422835,7.883019,9.0773175,6.262899
0.038632,0.056245,0.039338,0.0642715,0.1780525,0.013463,0.012782,0.006728,0.0653775,0.173676,0.1044645
0.157412,0.1556115,0.156213,0.2282655,0.1308145,0.1898765,0.155151,0.1936,0.170601,0.1106065,0.138841
0.0884295,0.0454135,0.030332,0.0403295,0.090831,0.0655005,0.0426355,0.1528975,0.0941905,0.117177,0.098443
6.729515,8.073494,6.326931,6.7773945,6.417589,8.649921,7.7839975,6.8692045,5.0483365,5.478607,7.3331
0.245805,0.279775,0.224635,0.3093045,0.31518,0.397249,0.3815285,0.2725425,0.488179,0.3380055,0.3520475
1.678319,1.6554355,1.382761,1.8066975,3.1265195,2.17324,1.8137545,2.346282,1.9372645,2.3639835,2.2075755
7.9090845,8.895095,8.1310335,9.0022955,9.136381,9.384904,8.616649,9.552299,10.169892,11.352834,8.969436
3.4904625,3.544881,3.55638,4.482233,4.152092,3.7276215,2.548962,3.84755,4.2730125,3.6027015,3.542477
0.0600085,0.0528405,0.061048,0.103565,0.0929825,0.11331,0.0219555,0.1175025,0.004208,0.122559,0.089102
1.2771,1.126442,0.804691,0.9876655,1.0241495,1.244218,1.23042,1.030465,1.5245555,0.6683475,0.9651065
6.6104835,6.5585185,7.3775925,6.308425,5.318174,6.640393,6.9833215,6.1527695,5.788096,5.406783,5.873702
6.2161645,6.1924435,5.636629,6.1975585,6.184306,6.3012485,6.886427,6.3427575,5.9277785,6.2273665,7.0767185
0.6022345,0.8210955,0.701188,0.7960145,0.9859305,1.1711475,1.0784715,1.366085,0.7773435,1.6160145,0.9138915
0.0871355,0.264657,0.047756,0.094543,0.1889235,0.1322505,0.1361585,0.1487085,0.0882655,0.312297,0.33096
0.459775,0.2453755,0.210922,0.1372985,0.4129,0.289352,0.1774525,0.256769,0.3268195,0.141076,0.339195
0.63119,0.840809,0.765644,0.4841455,1.5277695,0.5228535,0.3658925,0.8376585,0.9608245,0.630628,0.92049
0.782156,0.2547475,0.295151,0.527055,0.961835,0.2072555,0.2317965,0.526577,0.886885,0.7422245,0.578358
0.8077585,0.865898,0.8299695,0.7385385,0.8307975,0.897709,1.0723075,0.78205,0.975842,0.7311975,0.825652
3.327574,2.589302,2.0612095,1.178248,4.609203,2.3593135,2.022859,5.380568,2.8221675,3.7814415,3.1117205
5.780411,6.058674,5.8534575,5.3786005,5.717939,5.5430155,6.731537,5.5284775,5.3625525,4.9747565,5.8093835
0,0,0,0,0.0092595,0,0.0041125,0,0.007743,0,0.0070965
0.108023,0.1426005,0.178471,0.1251235,0.1450335,0.2298445,0.161962,0.134038,0.1012915,0.0913805,0.1387645
0.1998145,0.0419495,0.0667145,0.0666105,0.1337815,0.043654,0.1182955,0.076925,0.1295995,0.0900125,0.1165695
3.0649015,2.7463875,2.356897,2.0390585,3.9040855,2.6657165,3.373779,3.6942055,2.5383605,3.0716485,3.4231235
3.0277085,2.716605,2.5220055,2.584625,2.833911,2.945646,2.9166365,2.888986,2.465212,2.073751,2.959936
1.4993055,1.4404695,1.200108,0.8555965,2.4101405,1.295573,1.460539,1.8816835,1.1230485,1.228954,1.46025
7.0309905,7.708784,6.745703,6.440538,5.5902865,7.4305605,7.1552085,6.2534905,5.5558025,6.696107,6.7608115
2.174173,2.414433,2.428739,2.0751285,2.932267,2.449391,2.693795,2.559357,2.221176,3.252471,2.5438475
12.2189645,12.669288,11.531255,10.2437085,11.062128,12.6517645,12.6011635,11.157742,9.5152445,12.106806,10.4248115
0,0,0,0,0,0,0,0,0.015501,0,0
0.2053605,0.112145,0.19998,0.3504835,0.1830615,0.114524,0.0907025,0.2020295,0.2592315,0.2386305,0.098118
3.8876035,3.6104785,4.151575,5.320536,4.605495,3.81828,3.6089425,4.066068,5.2355275,5.8223225,3.9640055
8.4161155,9.92963,8.847511,10.2133635,9.714819,10.653614,9.0891895,10.757883,13.9643585,13.0025395,10.594628
5.311979,5.6150305,6.0012915,5.1936075,4.6337105,5.2477685,4.971951,5.070189,5.315287,5.4028095,5.400913
0.1814965,0.1872855,0.137746,0.2040345,0.192584,0.216047,0.1601105,0.227085,0.1829015,0.187005,0.208473
14.546833,14.492825,17.4667615,13.1417725,13.849991,13.7285495,13.424326,14.1650215,10.534534,13.9692815,12.8749965
4.201137,3.9472175,3.4743185,3.7174915,3.9462205,3.871628,3.8175965,4.3733825,3.833932,4.3957275,4.282025
0.3043205,0.31465,0.1893685,0.364687,0.6155965,0.5439785,0.395056,0.451992,0.3230095,0.7930665,0.495522
0.0040485,0,0,0.003509,0,0,0.00391,0.004201,0,0.0087765,0.0038505
4.430887,4.4747,4.5618025,3.8520295,3.513177,4.4260835,4.143087,3.94659,3.268317,3.8762145,3.7281565
7.1057645,7.1562065,6.243104,6.4018445,6.980841,6.353032,6.770656,6.7682525,7.237996,7.152783,7.2483665
0.053227,0.2652065,0.02765,0.1101245,0.1453995,0.49308,0.213962,0.0772575,0.0465205,0.1651775,0.288454
67.6655585,54.5674305,53.2055515,52.7009705,127.262379,60.5823405,66.14718,107.7121415,80.5082725,99.728128,75.315152
0.3177605,0.3456645,0.211653,0.31366,0.5421445,0.184611,0.234822,0.438614,0.336227,0.6646665,0.8315415
2.405163,2.3100855,2.498342,1.85155,2.09441,2.224087,2.5306135,2.566072,2.40691,2.0493295,2.2101595
0.722792,0.4657475,0.6655635,0.494601,1.1293385,0.7527825,0.6570895,0.8545705,0.4380865,0.63392,0.817359
0.443564,0.455999,0.2798805,0.3943285,0.6666535,0.383085,0.297809,0.3145255,0.4443735,0.5080495,0.451936
0,0,0,0,0,0,0.016351,0,0,0,0
1.726159,0.997705,1.421915,1.843509,0.6771105,0.825628,0.9484445,0.924871,1.472823,0.6087655,0.9133315
5.022878,5.038698,4.485574,4.5509915,5.0357965,5.0565965,5.157218,5.423268,5.7946375,6.2806345,5.0346405
0,0.004374,0.0089695,0.006459,0.0073655,0.004603,0.003648,0,0.004347,0,0
1.201868,1.010852,1.135913,0.714106,1.875573,1.2822735,1.0235975,1.5184405,0.8629555,1.2316005,1.187942
7.1745265,7.6723955,7.019801,5.923242,5.955261,7.4165255,7.234989,6.5696085,4.851722,6.2048705,5.793101
1.765527,2.400785,1.80596,1.0970835,2.367863,2.4503755,2.34232,2.0448525,1.5811725,1.329499,2.261644
2.375779,2.4998565,2.377034,2.0634085,2.7165825,2.26972,2.2700335,2.951797,2.48538,2.851381,2.607079
1.8235095,2.03731,1.9795795,1.627267,2.2663745,2.044891,2.0407625,2.083368,1.705425,1.691659,1.886452
5.780816,6.648939,5.8207255,6.056296,8.006492,7.086976,6.0389605,7.6362125,7.9334805,8.4314625,7.01015
7.374072,7.6574665,7.347186,8.193388,6.6207715,8.613973,7.125765,7.7179035,6.5082715,8.1353485,7.561922
7.6050175,8.2542705,8.570887,10.4042135,11.268111,9.2599995,7.0588155,11.075048,7.335585,9.802142,8.1855355
0.145773,0.110108,0.130655,0.1352845,0.367441,0.194644,0.172489,0.326967,0.262079,0.293727,0.215233
20.9136265,25.540712,22.8502255,22.0495035,20.2069175,21.562548,29.09633,18.2811905,22.7792035,18.653478,23.596739
5.4007065,5.3041545,5.4775095,4.7858945,4.8269205,5.0296435,4.897099,5.0995845,4.5494385,5.244948,4.517498
3.316143,3.608501,2.0914245,2.6985205,2.939685,3.6054825,3.979197,3.2663335,2.7620425,3.306267,3.918843
7.796148,8.098282,6.966315,6.3883445,8.5775505,7.817883,7.9328855,9.242188,8.727709,11.1535875,7.891581
4.2850395,3.480727,3.888973,3.134951,7.4961875,4.7695475,4.0108915,5.679208,4.151218,4.923202,4.5343845
0.267781,0.408166,0.2363815,0.509328,0.3063345,0.45116,0.442975,0.3072355,0.4990095,0.2829845,0.315879
73.4555175,69.1258655,56.472666,72.7886605,59.309205,52.6922925,66.4920825,61.071335,86.5511555,61.9919245,74.035769
0.0448315,0.033467,0.019581,0.009343,0.026399,0.0489305,0.0314045,0.0970675,0.0342785,0.010572,0.0451465
1.6983385,1.711099,1.649233,1.6466155,1.897448,1.9525495,1.9775565,1.9268345,1.5076115,1.6830995,1.7678495
33.784369,33.9761265,32.828304,31.5901665,40.2608735,32.102235,35.210513,35.189324,31.134402,40.824618,34.5550345
4.1747195,4.384202,4.202357,4.136837,3.8974485,4.57286,4.45919,4.318481,3.64296,4.04074,4.5076755
1.789586,1.840179,1.7986095,1.829867,4.252729,1.878941,1.7859005,2.7270135,1.951198,2.093125,2.844774
3.735463,3.401571,3.495093,3.7432765,3.484027,3.6160185,3.361052,3.5541645,3.4673995,2.9298515,3.818664
0.0081635,0,0,0,0.023086,0,0,0,0,0.009223,0
0.0062745,0.0449665,0.014659,0.0435235,0.006918,0.034401,0.0477295,0.0237585,0.0231405,0,0.005302
