A1C,DFC,IPC,ITC,M1C,MFC,OFC,S1C,STC,V1C,VFC
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.1260515,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0272715,0,0
0,0,0,0,0,0,0,0,0.2074755,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
10.2325795,11.6484085,11.1229615,12.297377,12.2148545,11.6846835,12.9090315,14.1770515,15.313648,15.945887,13.0197145
0,0,0,0,0,0,0,0,0,0,0
0.0682235,0.3953555,0.244063,0.3202175,0.102344,0.444801,0.2669815,0.33742,0.4733025,0.5181115,0.3580805
0.184439,0.31063,0.107853,0.1650185,0.143693,0.378905,0.292821,0.2384715,0.180933,0.2161155,0.1543135
0.216354,0.128136,0.076818,0.1690975,0.1016415,0.1988585,0.1800895,0.149509,0.128332,0.1218535,0.322079
0,0,0.006121,0,0,0,0,0,0,0.0370105,0
0,0,0,0,0,0,0,0,0,0,0
0.2709645,0.239371,0.4025,0.573802,0.1839115,0.257159,0.163623,0.407569,0.071535,0.318408,0.3960915
0.0988075,0.2356335,0.173496,0.4021785,0.5196415,0.658076,0.47919,0.5003945,0.169886,0.3593725,0.254525
0.0254185,0.026358,0.057546,0.024607,0.038203,0.008871,0.046705,0.048292,0.0254255,0.016732,0.042146
0.0648665,0.0850055,0.1027165,0.082469,0.204041,0.110234,0.1155015,0.1480005,0.0793015,0.1483025,0.112109
0,0,0,0,0,0,0,0,0,0,0
0.5611745,0.3721465,1.415114,0.378478,1.232982,0.422284,0.6945075,0.1785135,0.657903,0.437342,0.418677
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.068622,0.1613725,0.0733265,0.094414,0.0620645,0.035142,0,0,0.0923005,0.074381,0.028198
0,0,0,0,0,0,0,0,0,0,0
17.7587835,18.047304,17.847363,12.385218,21.993879,21.063411,17.9992065,21.203178,17.029485,17.7393835,18.5582215
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.030074,0,0
0,0,0,0,0,0,0,0,0,0,0
16.313201,16.5545335,16.9322655,14.223483,16.5157195,16.5070065,17.1485395,17.058682,14.3919185,16.3238455,16.6430495
0,0,0,0,0,0,0,0,0,0,0
0.103023,0.073638,0.08181,0.0428435,0.191401,0.075602,0.16711,0.0730875,0.022163,0.080374,0.082946
0,0,0,0,0,0,0,0,0,0,0
1.31707,1.4817005,0.912738,1.464581,1.437508,1.4351295,1.1655455,1.2954745,1.452823,1.552614,1.3657235
0.0058525,0,0,0,0,0,0,0,0,0,0
0.198636,0.6387745,0.7446075,0.4516285,0.5330365,0.1880555,0.661093,0.798212,0.3237565,0.9815575,1.8458785
0.082638,0,0,0.06228,0.064991,0.169955,0,0,0.0287345,0.0389455,0.047512
1.118882,1.533275,1.450228,1.5086635,1.0726415,0.957422,0.948575,1.634283,1.2946485,1.392075,1.016539
0.0026425,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0266405,0
0.087452,0.234998,0.0966215,0.0659175,0.128335,0.0765575,0.0954,0.166392,0.0248605,0.09015,0.107006
0,0.0496825,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.2776235,0.235664,0.168236,0.1854705,0.31984,0.369272,0.2032975,0.1032495,0.154737,0.1496825,0.3013755
0,0,0,0,0,0,0,0,0,0.0512845,0
0,0,0,0,0,0,0,0,0,0,0
0.199925,0.321303,0.2341215,0.136121,0.514955,0.3008355,0.318096,0.357159,0.2150205,0.120323,0.395379
0,0,0,0,0,0,0,0,0,0,0
0.0463145,0.0721405,0.0233415,0.087309,0.048226,0.091856,0.011893,0.0983325,0.086904,0.0543725,0.1096875
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.0360675,0,0,0,0,0,0,0,0,0
0,0.015454,0,0.0515275,0.055402,0.062089,0.0097005,0.078625,0.0266555,0.021481,0.145097
0,0,0,0,0,0,0,0,0,0,0
0,0,0.147255,0.054874,0.057263,0,0.1164305,0,0.124647,0,0
0,0,0.005819,0,0,0,0,0,0,0,0
0.102818,0.165109,0.150749,0.1088545,0.1028065,0.1110175,0.1311515,0.167003,0.137632,0.1956475,0.160882
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.434689,1.1479805,1.1661125,0.95864,0.557828,1.017866,0.61007,0.957743,0.125937,0.9000815,0.3621475
2.022894,1.724052,1.336079,1.931004,2.263538,1.812351,2.0977335,2.065256,1.4180935,1.559851,1.8375285
0,0,0,0,0,0,0,0,0,0,0
3.0940955,3.403088,2.8086265,2.96855,2.7646145,3.478032,3.7673395,2.997788,3.0841005,3.811564,3.5947015
0.0347385,0.041504,0,0,0.0555635,0.095846,0,0,0,0,0
0.407371,0.4023865,0.1080525,0.4150745,0.055949,0.537572,0.0277835,0.2271565,0.113007,0.202617,0.1969195
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.08668,0.412043,0,0.111018,0
0.040625,0.0513485,0,0.0362025,0.0969985,0,0.1226805,0.066687,0.0250235,0.135219,0.087758
0,0,0,0,0,0,0,0,0.3445895,0,0.474484
0,0,0,0,0,0,0,0,0,0,0
0.4279115,0.268845,0.2907455,0.313903,0.2593595,0.30112,0.1551625,0.2761395,0.220076,0.2966,0.297184
2.0604975,2.022716,2.141457,2.478136,2.091163,1.9642345,2.6400535,2.1275205,1.549795,2.093324,2.811456
0,0,0,0,0.037197,0,0,0,0.013489,0.0125325,0
0,0,0,0,0,0,0,0,0,0,0
0,0.0306245,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0620095
0.0775835,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.042088,0.095477,0.050656,0.1336955,0,0.2941915,0.123615,0.042122,0.049101,0.0456185,0.194148
0,0,0,0,0,0,0,0,0,0,0
0.0531245,0.025731,0,0.047341,0,0,0,0.078123,0,0.0499975,0
0.6757125,0.6587525,0.706417,0.6276575,0.4467455,0.6684235,0.349924,0.6898865,0.3199155,0.4661855,0.4570245
0.6212705,0.384836,0.7057325,0.199761,1.4019925,0.4400325,0.592255,0.2680865,0.2278305,0.4673675,0.252052
0.280468,0.2079625,0.2671715,0.4128115,0.1076735,0.2276785,0.237043,0.3401015,0.4837405,0.221126,0.1261675
0,0,0,0,0,0,0.0501915,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
110.2742885,95.357081,117.8514965,109.581,81.830675,81.2836195,79.17993,103.1379175,75.1026725,85.438591,91.751641
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.0873155,0.05715,0.105139,0.1979915,0.2089315,0.136776,0.1019445,0.2311295,0.0672665,0.377653,0.0942585
0.4044195,0.545444,0.52785,0.5842275,0.618142,0.6302435,0.482814,0.6766795,0.582004,0.579571,0.4819035
0.0261635,0.0277895,0.02817,0.010957,0.1271635,0.011299,0,0.037335,0,0.0863115,0.054828
0.9546235,0.630317,0.5086615,0.884275,0.544577,0.8376285,1.1525205,0.558183,0.464322,0.3921325,0.085482
0.061972,0.046049,0.020517,0.078357,0.0490025,0.1322665,0.10843,0.067918,0.1425275,0.073275,0.048255
0.611723,1.2532615,0.5296345,0.333132,0.912059,0.9987635,0.667654,0.694944,0.6512435,0.6123565,0.4787425
0,0.1389585,0,0,0,0,0,0,0,0,0.0796625
0.704636,0.705333,0.610155,0.796814,0.662428,0.6818635,0.6531775,0.709244,0.714925,0.8350305,0.75551
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0613395,0.0188715,0,0.0204275,0.0181475,0.03742,0.0006115,0.0342955
0.0241655,0.009632,0.018643,0.0167105,0.0236405,0.0202725,0.0357705,0.007234,0.026502,0.035574,0.010131
0.0738685,0,0,0,0,0,0,0.0669625,0,0,0
0.0105725,0.0671775,0.127465,0.0311265,0.03449,0.0397335,0.107745,0.078966,0.022121,0.1045875,0.0749995
0,0.0197255,0.0089775,0.029127,0.030395,0,0.023742,0.030941,0.0173355,0,0.024183
0,0,0,0,0,0,0,0.023363,0,0,0
0,0.183314,0,0.0941915,0.029583,0.2399085,0.0309895,0.0810225,0.219104,0,0.100646
0,0,0,0,0,0.041858,0,0,0,0,0
0,0.0543845,0,0,0.0279375,0.0508115,0,0,0.026208,0.1501555,0.1635505
9.203169,8.7890465,11.281984,12.053286,9.0902985,8.778738,8.2102985,9.3123265,8.9896965,9.8486685,9.2180565
0,0,0,0,0,0,0,0,0,0,0
0.199245,0.238357,0.057575,0.099372,0.2691185,0.306889,0.110471,0.1419555,0.2614215,0.247192,0.3855145
1.5251215,2.4656675,2.1751535,1.7066415,1.862156,1.77359,2.4127425,1.8613125,1.3644815,2.290591,2.699607
14.625306,13.8184905,13.9634935,13.9721325,13.6931335,13.9248825,14.6419775,13.8331525,13.930989,13.9574755,14.616209
0.270621,0.0221695,0,0.016519,0.0944905,0.053502,0,0.0460555,0.107782,0.113246,0.171721
0.013061,0.015205,0,0.0253725,0.120572,0,0,0.0345845,0.0597705,0.111306,0.0396045
0.0435035,0,0,0,0,0,0,0,0,0,0.03676
15.321018,12.800508,14.1717395,15.515267,23.489704,14.72505,24.0054015,19.903757,19.482546,20.5038705,14.45029
0,0,0,0,0,0,0,0,0,0,0
0.865835,1.2537075,1.067189,1.0829025,0.7960805,1.171466,1.254891,1.4520435,0.188351,1.537731,1.034765
0.0280915,0.037788,0.025535,0.091722,0.090436,0.0468485,0.042119,0.0360565,0.129317,0.0934785,0.058742
0.028256,0.057375,0.0409225,0.053263,0,0.0289405,0,0.058643,0.040483,0.0148995,0.0480895
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.0559085,0.530393,0.5235455,0.4375205,0.982151,0.542992,1.0256715,1.2461695,0.9052145,0.738092,0.662698
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.0571375,0.04419,0.081913,0.083544,0.12258,0.0505805,0.025406,0.067936,0.085954,0.077496,0.0825665
0.0243815,0.0372385,0.091614,0.0980815,0.120703,0.182259,0.056583,0.0763475,0.048612,0.134308,0.0486775
0.0882375,0.0129815,0.025172,0.0229035,0.037832,0.027934,0.0511895,0.0760465,0.035437,0.102017,0.076431
0,0,0,0,0.004697,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.0290805,0,0.03195,0,0,0,0.029273,0.0830045,0,0.023213,0
0.1124685,0.1516485,0.0910875,0.1241065,0.113628,0.173187,0.1743985,0.07757,0.0435145,0.1397655,0.115901
0.475183,0.6813205,0.435225,0.4305355,0.9566865,0.875467,0.617695,0.772153,0.3581295,0.407128,0.947198
0.3593505,0.392638,0.865725,0.299432,0.5395545,0.401617,0.253318,0.3614365,0.3139705,0.3618715,0.3205905
0,0,0,0,0,0,0,0,0,0,0
1.0277965,0.583379,0.2705115,0.0915605,0.4973325,0.7906595,0.3614585,0.6572095,0.4449125,1.1194,0.7824215
0,0,0,0,0,0,0,0,0,0,0
0.4215915,0.774343,1.1076455,0.9602735,0.6042455,1.195086,0.6334765,0.729868,0.6638765,0.066731,0.677367
0.665381,0.896741,0.467994,0.378155,0.752105,0.591982,0.410551,0.551358,0.6647755,0.7448805,0.353867
0,0,0.0856325,0,0.000993,0,0.079532,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.391391,0.125959,0.9264505,0.0492315,1.1265525,0.3610635,0.529518,0.3270765,0.124475,0.7305175,0.3270015
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0384235,0,0,0,0,0
0,0.2097165,0,0.0265435,0,0,0,0,0,0,0
1.0651835,0.862492,0.95266,0.9854435,0.692261,0.985848,0.7608585,0.8822715,0.673162,0.851199,0.854905
1.858586,1.953659,1.978392,1.6187225,2.482066,2.831182,2.4277075,2.427878,1.4971725,2.241399,2.077023
0.5752035,0.3185855,0.2583685,0.1331765,0.5256145,0.32815,0.3501675,0.3475085,0.4345665,0.647336,0.259344
0.104761,0.1287265,0.087789,0.038369,0.0820525,0,0.0449315,0.0409145,0.0547035,0.0589765,0.0569095
1.620391,1.132019,1.2725575,1.5072885,1.8259075,1.042065,1.389016,1.117873,3.1173675,2.7081955,1.638282
0.5256665,1.010047,1.170591,0.242643,1.0466165,1.373651,0.6317595,0.71786,0.4002795,0.8115065,0.736045
0.1557675,0.1129575,0.1295965,0.0701895,0.2130795,0.341509,0.1133895,0.3290865,0.268161,0.2334325,0.2850735
0,0.0066615,0.0067375,0,0,0,0,0.010981,0,0.0246025,0.0046005
0,0,0.078704,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
3.8762795,3.073857,3.598877,3.130322,3.1599535,3.458662,3.284009,3.275675,2.7445425,3.0446675,3.314469
0.0947865,0.1830765,0.0415015,0.096636,0.0963325,0.0947205,0.1606425,0.1722625,0.1107735,0.0695675,0.178424
0,0,0,0,0,0,0,0,0,0,0
0.043477,0,0,0,0,0,0.0265025,0,0,0,0
0,0.007861,0,0,0,0,0,0,0,0.046603,0
0,0,0,0,0,0,0,0.0231845,0,0,0
0,0.009519,0.0086645,0.007028,0,0,0.0079385,0.0142985,0.007271,0.017579,0
0,0,0,0,0,0.039462,0,0.016985,0,0.0417635,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0425685,0,0.049535,0,0.111323,0.0467785,0.0453105,0.08624
0,0,0,0,0,0,0,0,0,0,0
1.3377625,1.1559155,1.3429675,1.0731325,0.978924,1.0663165,1.3186895,0.9648385,1.6279205,0.9360405,1.146396
0.714029,1.3247815,1.051487,0.9631685,1.1023895,1.498543,1.1441245,0.7175525,0.719304,0.4381855,1.3633455
0,0.02555,0,0,0,0,0,0,0,0.0352745,0
0.0950425,0.16042,0.1528455,0.056783,0.1298625,0.021595,0.2187235,0.058762,0.1075665,0.0216175,0.10405
0.031826,0,0,0.0632225,0.1227005,0.0279295,0.036041,0.1779135,0,0.054684,0.0302545
0.017841,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.054499,0,0
0.081319,0.056423,0.306478,0.119686,0.064493,0.0422225,0.089445,0.1006885,0,0.134054,0.0677595
0,0,0,0,0,0,0,0,0,0,0
0.0048825,0,0,0,0,0,0,0,0,0,0
0,0,0,0.057525,0,0,0,0,0,0,0
0,0,0,0,0,0.0204765,0,0,0,0.003495,0
0,0,0,0.056493,0,0,0.063813,0,0.0071085,0.141307,0
0,0.0356235,0,0.014348,0,0.0326555,0,0.0264885,0.0214425,0.01595,0.016125
0,0.0072385,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.044641,0,0,0,0,0,0,0
1.223977,1.8633295,1.493459,0.961758,2.133935,1.8875995,1.758962,1.5340955,1.2399,1.640043,1.734204
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0322845,0.0308595,0,0,0,0
0.0305265,0,0,0,0,0,0.004525,0,0,0,0
0,0,0,0,0,0.0361525,0,0,0,0,0
0,0,0,0,0,0,0,0.0366195,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.1352045,1.0681545,0.9568995,0.6685335,3.431439,0.9372645,0.9545475,2.7639005,0.8417975,2.6251435,1.6764345
0,0,0,0.0156015,0.016281,0,0,0,0,0,0.007397
20.4783775,12.9731755,18.1983465,20.6954565,16.6936575,13.7653155,11.181887,20.8919395,16.427212,19.839948,13.2877925
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.038925,0.055989,0.0335665,0,0,0.040272,0,0
0.1968785,0.180334,0.195184,0.153945,0.082489,0.296075,0.2384925,0.1505395,0.4399805,0.2603305,0.213993
0,0,0,0,0,0,0,0,0.0273135,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.4298365,0.319238,0.2854685,0.474353,0.168046,0.149661,0.14513,0.749325,0.060767,0.5210725,0.2909085
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0357995,0
0,0.065228,0,0,0,0,0,0,0,0,0
0,0,0,0.1227635,0,0,0,0,0,0,0
0,0,0,0,0,0.093826,0,0,0,0,0
0.011523,0.0139085,0,0.0019565,0.010571,0.0146365,0,0,0,0.0128415,0.014629
0.037074,0,0.188613,0,0.141736,0,0,0,0,0,0.262803
0,0,0,0.0353125,0.0816435,0,0.0163925,0.08267,0.0123715,0.044769,0.019265
0.027868,0.0292065,0,0.0213485,0,0.0762,0.0364185,0.119245,0.038766,0.0239755,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
26.2004755,26.9977995,23.208919,19.3966465,20.3598905,26.8370065,29.7976825,23.2768955,26.969357,29.25713,26.0626975
0,0,0,0,0,0,0,0,0,0,0
0.359491,0.4524795,0.9165605,0.6108175,0.3899995,0.7615195,0.4973685,0.5885785,0.291532,0.5332515,0.4338135
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0002555,0,0,0.0331335,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.77333,1.7722975,1.41704,1.5811405,1.5413335,1.6046395,1.661676,1.427832,1.2459785,1.614469,1.8305385
0,0,0,0.008444,0.0176235,0,0,0.01011,0,0,0.008007
0,0,0.0230805,0,0,0,0,0,0,0,0.1220995
0.0489745,0.030396,0,0.0396755,0.0250145,0.072073,0.0490485,0.018874,0.0321355,0.027646,0.0274845
0,0,0,0,0,0,0,0,0,0,0
0.776057,1.1898755,0.7002575,0.6491355,0.3584945,1.283072,1.0252975,0.5840755,0.8062675,0.989558,0.93605
0.0781475,0,0.096707,0.2000925,0.189536,0.2468875,0.3146565,0.3752705,0.0720505,0.4448975,0.1106525
0.478196,0.384908,0.2392925,0.264727,0.3571685,0.387125,0.296221,0.4819845,0.266011,0.3407985,0.287004
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.005196,0,0,0,0,0
0,0,0,0.003958,0,0,0,0,0,0,0
0.0597195,0.0701055,0.071877,0,0,0.0958815,0.0395045,0.0619715,0.2587955,0.064729,0.0737375
0,0,0,0,0,0,0,0,0,0,0
0,0.0951245,0,0,0.044042,0,0.0584255,0,0,0.001203,0
0.2266845,0.1594815,0.274786,0.1329535,0.2507065,0.3962695,0.272241,0.1502955,0.3581675,0.2551225,0.1944335
0.059639,0.163434,0.063728,0.03735,0.0181705,0.0156835,0.1564525,0,0,0.032321,0.061326
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0996365,0,0.102351,0,0,0.066624
0.0197795,0,0.024477,0.0176265,0.064378,0.0432435,0.058796,0.046413,0.009118,0.0110225,0.016714
0.060537,0.048869,0.074914,0.0633815,0.2460805,0.191251,0.238024,0,0.072614,0.202393,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0404585,0
0.1278345,0.0129915,0,0.054123,0.076464,0.058112,0.0660265,0.040846,0.126177,0.0796265,0.1706465
0,0,0,0,0,0,0,0,0,0.0395595,0
0,0,0.011931,0,0,0,0,0,0,0,0
0.0006725,0.0551755,0,0.0197695,0,0.115575,0.0137655,0.157954,0,0,0
0.4165895,0.4490575,0.308822,0.22466,0.5379145,0.4324125,0.21033,0.2890545,0.1654935,0.3367415,0.30999
0.0839475,0,0.1038845,0,0.1043,0.044202,0.2363785,0.03805,0.0951785,0.231369,0.0709355
0.129611,0.127079,0.117932,0.155997,0.2020895,0.1240015,0.0928245,0.06587,0.0579685,0.1605785,0.126243
0,0,0,0,0,0,0,0,0,0,0
0,0,0.047746,0,0,0.0032945,0,0.174879,0.071145,0.055785,0.0149795
1.3312565,1.3886315,1.901722,1.2825685,1.6132965,1.286271,1.586841,1.913852,1.76664,1.1357115,1.660624
0,0,0,0,0,0,0,0,0,0,0
0.0089505,0,0.030594,0.0093715,0.0083235,0.009426,0.0221015,0,0,0,0
0.0177725,0.020047,0.0258985,0.0031675,0.0501955,0.0266705,0.011846,0.0257775,0.016386,0.0316925,0.012014
0.330999,0.7563005,0.439415,0.7408585,0.8066945,1.0088845,0.8591435,0.9411605,0.9753715,1.8193465,0.780418
0.113375,0.075414,0,0.145127,0,0.0394275,0.201971,0.03394,0,0.0417275,0.1583355
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.1390605,0.1226915,0.1921745,0.141626,0.0373815,0.2219105,0.14632,0.2245335,0.083359,0.134731,0.2209285
0.107952,0.05528,0.0940325,0.076645,0.0521855,0,0.089245,0.1081995,0.047345,0.136117,0.089323
0.0211445,0,0,0,0,0.021657,0.020701,0.055928,0,0.0458385,0.06951
0.064765,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0229775,0,0,0,0,0
0.226857,0.070272,0.03833,0.073053,0,0.0004965,0.102055,0.168446,0.0418475,0.0662035,0.132871
0,0,0,0.0125225,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
43.0290205,36.008603,28.829746,28.5045265,66.443991,36.29902,42.111877,59.5219225,46.2860045,59.2286655,50.8215895
6.4283885,6.248877,6.1625535,5.2186505,6.0217825,5.8201135,5.0615805,6.3757865,4.771831,6.9077395,5.8497795
0.010854,0,0.0895005,0.0664915,0.0598345,0.0374185,0.1657545,0.0758395,0.0620835,0.0362895,0.055073
0,0.0057765,0.0351335,0.092253,0.040493,0.050857,0.0477875,0.0445515,0.0684875,0.0475175,0.038602
0.3330945,0.751947,0.0864125,0.232362,0.336729,0.332054,0.586865,0.1561935,0.4768235,0.2857755,0.6395605
0,0,0,0,0,0,0.0088915,0.028709,0.016685,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.023208,0.028012,0,0.0692785,0,0.1322765,0.070084,0.1832005,0.149781,0,0.0490735
0,0,0,0,0,0.008492,0.0081175,0,0.0227065,0.0269625,0.013628
0,0,0,0,0,0.1127975,0,0,0,0,0.0750395
0,0,0,0,0,0,0,0,0,0,0
0.228463,0.089699,0.0925025,0.032856,0.147231,0.0863,0.037622,0.1136355,0.3138185,0.2465455,0.221224
0,0,0,0,0,0,0,0,0,0,0
0.0100165,0,0,0,0.010741,0,0,0,0.0101065,0,0
0,0,0,0,0,0,0.0704645,0,0,0.078018,0
0,0,0,0,0,0,0,0,0,0,0
0.0821205,0.1224415,0.0889555,0.07064,0.0668475,0.0528895,0.108671,0.0953145,0.04625,0.2219925,0.0646355
0,0,0,0,0,0,0,0.03021,0,0,0.0239255
0,0,0,0,0,0,0,0,0,0,0
0.451892,0.51349,0.51661,0.623186,0.591865,0.878575,0.4604905,0.695459,0.5075515,0.5907395,0.514612
0,0,0,0,0,0,0,0,0,0,0
0.13103,0.138642,0.1059725,0.090373,0.290578,0.084139,0.076948,0.253439,0.199912,0.08904,0.178835
0,0.0142085,0.0606335,0.015685,0.0685085,0.0899205,0.0354345,0.0370855,0.0162275,0.0196165,0.1041085
0.082295,0.0058745,0.104574,0.092503,0.044124,0.0227805,0.1826645,0.1840675,0.0142715,0.0445995,0.100536
0,0,0,0,0,0,0,0,0,0,0
0.1984165,0.190936,0.043323,0.138631,0.0888605,0.3028975,0.1984645,0.053666,0.156521,0.1098615,0.1334405
0.1199295,0.2291675,0.244672,0.223734,0.215969,0.156245,0.139753,0.168113,0.1950945,0.2568175,0.266667
0,0,0,0,0,0,0,0,0,0,0
0.207241,0.189399,0.200746,0.1785905,0.157567,0.2007935,0.178863,0.074641,0.215655,0.147029,0.3437885
0.018503,0.0336905,0.0125765,0.0078465,0.01491,0.038744,0.0295975,0.0170045,0.024407,0.0245335,0.002126
0,0,0,0,0,0,0,0,0,0,0
0.4132235,0.476545,0.36796,0.7658435,0.535249,0.484656,0.562279,0.6361425,0.3644115,0.5463135,0.5533605
0,0,0,0,0,0,0,0,0,0,0
15.460919,16.330274,17.2153575,16.4726845,12.557318,17.626833,19.847782,14.531082,18.4828805,14.442906,17.874939
0,0,0,0,0.0075245,0,0,0,0,0.018036,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
2.6635915,2.2209545,1.473836,2.7890345,7.3974515,2.202538,2.423454,3.307888,1.832188,3.539244,4.72359
0.651376,0.659034,0.594046,0.707963,0.4977385,0.5117515,0.5409825,0.942831,0.562013,1.1497525,0.5214215
0,0,0,0,0,0,0,0,0,0,0
0.183604,0.174996,0.12127,0.1766005,0.14441,0.217502,0.178524,0.1698945,0.0939495,0.134515,0.1300445
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.020223,0,0.0316485,0.0456865,0.020572,0.047776,0.0249485,0.0520855
0,0,0,0,0,0,0,0,0.02805,0.000352,0
0,0.025778,0,0,0,0,0,0.086842,0,0.035589,0
0,0,0.0641605,0,0,0,0,0.052939,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.142664,0.1722235,0.1022865,0.017585,0.1698195,0.0870435,0.1409195,0.1248815,0.1240165,0.0390065,0.0698445
0,0,0,0,0,0,0,0,0,0,0
0,0,0.0521215,0,0,0.049959,0,0,0.174957,0,0
3.1348105,4.6531405,2.660188,6.377459,5.762753,5.487094,4.699754,5.298268,4.92855,4.864588,4.811269
0.8613735,0.9274365,0.7278265,0.509647,0.852823,0.93519,0.834598,0.6843425,0.826392,0.779859,0.997656
3.473663,3.2182725,3.466782,2.512066,3.8120705,3.995438,3.316076,4.2008705,3.198219,3.444294,3.4173295
0,0,0,0.0602235,0,0,0,0.0745085,0,0.2259575,0
38.0127715,39.1413755,41.28843,43.011848,48.196551,41.3222665,35.061529,43.8816955,48.301627,35.1636085,43.0162595
131.1396795,126.9215525,147.187332,97.5272355,170.1090455,132.244272,147.696959,147.855743,135.005788,138.273899,131.178915
0.1672185,0.2703155,0.2118555,0.2070055,0.24922,0.2324285,0.2380835,0.1971215,0.2127265,0.184141,0.2553505
0,0,0,0.0098645,0,0,0,0,0,0,0
0.01883,0,0,0,0.018184,0.106206,0,0,0.0885025,0,0
0,0,0,0,0,0,0,0,0,0,0
0.0876835,0,0.083566,0,0,0,0,0.224711,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1.2759305,0.051327,0.156655,0.176586,0,0.022319,0.219586,1.085509,0.4269825,0.53881,0.0355755
0.184576,0.1541945,0.1346375,0.229673,0.0403945,0.105118,0.2219405,0.2609955,0.123468,0.18577,0.1593345
